admin_description,area_code,weekly_payment_gross,weekly_payment_gross_CV,weekly_payment_excluding,weekly_payment_excluding_CV,weekly_payment_basic,weekly_payment_basic_CV,overtime_payment,overtime_payment_CV,hourly_payment,hourly_payment_CV,hourly_payment_excluding,hourly_payment_excluding_CV,annual_payment_gross,annual_payment_gross_CV,annual_payment_incentive,annual_payment_incentive_CV,hours_worked_total,hours_worked_total_CV,hours_worked_basic,hours_worked_basic_CV,hours_worked_overtime,hours_worked_overtime_CV
ualad09:Braintree,E07000067,598.2,4.5,560.8,5.6,543.6,5.3,,,14.99,5.0,14.77,5.0,30.657,6.8,,,37.9,1.1,37.5,1.0,,
ualad09:Brentwood,E07000068,723.9,9.4,661.7,10.0,627.5,10.0,,,19.01,8.7,18.93,9.9,39.445,11.0,,,37.5,0.3,37.5,0.3,,
ualad09:Castle Point,E07000069,537.2,9.9,530.5,8.8,510.7,7.7,,,14.42,9.6,14.39,8.6,26.141,15.0,,,37.5,2.7,37.0,1.7,,
ualad09:Chelmsford,E07000070,587.7,6.1,575.6,5.8,554.3,6.4,,,15.31,6.5,15.44,6.3,30.212,7.6,,,37.5,0.6,37.5,0.3,,
ualad09:Colchester,E07000071,513.4,4.5,486.9,5.1,480.3,5.0,,,12.71,5.1,12.67,5.0,27.164,6.1,,,37.5,1.0,37.5,0.1,,
ualad09:Epping Forest,E07000072,600.0,7.0,591.5,6.7,587.5,7.0,,,15.80,8.4,15.79,8.5,32.495,12.0,,,37.4,0.5,37.4,1.0,,
ualad09:Harlow,E07000073,487.2,6.7,476.9,6.6,454.7,6.5,,,12.38,5.2,12.38,5.5,24.807,6.7,,,37.5,1.7,37.5,,,
ualad09:Maldon,E07000074,667.3,6.4,640.1,8.0,593.2,8.4,,,16.78,8.9,16.76,8.9,34.516,10.0,,,38.0,1.7,37.5,1.0,,
ualad09:Rochford,E07000075,586.5,8.7,559.9,8.9,542.0,7.7,,,14.86,9.2,14.86,9.3,,,,,37.5,1.0,37.5,0.3,,
ualad09:Tendring,E07000076,497.0,8.0,480.1,6.1,470.4,5.7,,,12.31,6.4,12.30,5.5,25.481,7.4,,,39.0,1.6,37.9,1.2,,
ualad09:Uttlesford,E07000077,583.4,8.4,572.9,9.6,549.6,10.0,,,15.42,11.0,14.85,11.0,30.403,14.0,,,37.5,1.4,37.5,0.6,,
ualad09:Broxbourne,E07000095,595.3,6.5,580.3,6.1,559.0,5.7,,,15.36,7.8,15.36,7.6,31.172,7.8,,,37.5,1.7,37.5,0.2,,
ualad09:Dacorum,E07000096,559.7,6.5,539.7,6.3,527.0,6.5,,,14.42,6.4,14.49,6.4,29.988,7.2,,,37.5,1.4,37.5,0.0,,
ualad09:East Hertfordshire,E07000097,589.9,5.1,574.9,4.1,562.1,4.5,,,15.54,4.4,15.35,5.0,31.550,6.5,,,37.5,0.1,37.5,0.3,,
ualad09:Hertsmere,E07000098,559.6,6.8,538.3,6.4,522.3,6.8,,,14.50,7.9,14.34,7.8,27.831,10.0,,,37.5,1.1,37.5,1.1,,
ualad09:North Hertfordshire,E07000099,644.6,4.6,618.9,5.3,581.9,6.2,,,16.77,6.5,16.71,6.6,33.828,6.5,,,37.5,,37.5,0.1,,
ualad09:St Albans,E07000100,733.8,6.1,713.0,6.6,689.3,6.8,,,19.67,7.4,19.67,7.5,38.327,8.3,,,37.5,0.1,37.5,0.3,,
ualad09:Stevenage,E07000101,529.6,7.3,508.9,7.1,495.4,7.2,,,12.52,7.3,12.50,6.8,27.429,7.6,,,37.6,1.6,37.5,1.7,,
ualad09:Three Rivers,E07000102,632.0,9.5,632.0,10.0,625.6,10.0,,,17.28,9.4,17.52,8.4,34.294,10.0,,,37.5,0.0,37.5,0.1,,
ualad09:Watford,E07000103,646.3,7.5,626.5,7.2,617.9,6.9,,,16.56,7.3,16.56,7.3,33.890,9.7,,,37.5,0.9,37.5,0.4,,
ualad09:Welwyn Hatfield,E07000104,589.2,5.9,562.1,5.4,555.5,5.4,,,15.67,5.5,15.63,5.3,29.239,6.8,,,37.5,0.3,37.5,0.3,,
ualad09:Breckland,E07000143,442.8,6.7,408.0,6.5,396.1,6.5,,,10.64,6.0,10.29,7.4,22.696,17.0,,,39.0,1.6,38.0,1.6,,
ualad09:Broadland,E07000144,530.2,6.6,499.5,6.0,490.0,6.0,,,13.17,5.8,12.95,6.1,27.834,8.1,,,37.5,1.7,37.5,0.3,,
ualad09:Great Yarmouth,E07000145,455.4,7.3,420.9,7.7,406.1,7.9,,,10.41,8.6,10.66,8.2,23.266,10.0,,,39.0,1.6,38.0,1.0,,
ualad09:King`s Lynn and West Norfolk,E07000146,432.1,5.9,422.4,5.8,397.7,6.0,,,10.84,5.8,10.55,5.5,23.684,10.0,,,39.0,1.3,37.9,1.0,,
ualad09:North Norfolk,E07000147,411.2,8.1,383.4,8.4,383.3,8.1,,,10.07,7.3,9.83,7.2,21.829,11.0,,,39.9,1.0,39.0,1.3,,
ualad09:Norwich,E07000148,460.9,6.6,436.0,7.3,426.9,6.3,,,11.63,7.5,11.28,8.2,23.889,8.5,,,37.5,1.1,37.5,0.1,,
ualad09:South Norfolk,E07000149,526.6,7.3,507.6,6.8,502.7,7.0,,,13.50,7.1,13.32,6.8,26.167,8.4,,,37.5,1.4,37.5,1.5,,
ualad09:Babergh,E07000200,517.9,9.1,487.3,8.6,452.3,8.9,,,13.36,8.9,13.31,9.1,25.186,7.7,,,37.5,2.1,37.5,1.0,,
ualad09:Forest Heath,E07000201,475.3,9.4,442.1,11.0,418.6,8.9,,,11.27,10.0,11.22,10.0,23.753,20.0,,,39.5,1.6,39.0,1.6,,
ualad09:Ipswich,E07000202,459.2,5.5,442.1,5.1,430.6,4.6,,,11.70,5.0,11.64,4.8,24.200,8.1,,,37.5,1.5,37.5,0.9,,
ualad09:Mid Suffolk,E07000203,508.0,6.0,484.8,5.7,472.6,6.2,,,12.43,6.9,12.33,7.1,27.075,7.1,,,38.9,1.6,37.5,1.0,,
ualad09:St Edmundsbury,E07000204,462.6,4.8,441.1,5.9,438.2,6.3,,,11.29,6.3,11.27,6.3,23.347,7.4,,,38.9,1.6,37.5,1.0,4.0,20.0
ualad09:Suffolk Coastal,E07000205,549.7,7.5,534.4,6.9,463.5,5.5,,,13.93,6.1,13.85,6.0,28.216,8.7,,,38.0,1.7,37.5,1.7,,
ualad09:Waveney,E07000206,451.3,5.2,428.0,5.3,425.0,5.1,,,11.28,5.9,11.14,6.1,23.419,6.6,,,37.5,1.1,37.5,1.0,,
ualad09:Camden,E09000007,717.9,4.3,709.0,4.5,695.2,4.4,,,18.93,4.9,18.94,5.1,37.619,7.9,,,37.0,1.1,36.8,1.7,,
ualad09:City of London,E09000001,,,,,,,,,,,,,,,,,35.0,,35.0,,,
ualad09:Hackney,E09000012,594.9,4.8,575.0,4.4,574.9,4.7,,,15.71,4.9,15.56,5.2,32.215,7.8,,,37.5,0.7,37.1,1.0,,
ualad09:Hammersmith and Fulham,E09000013,668.9,4.4,662.0,4.5,641.7,4.4,,,17.66,5.7,17.65,5.6,38.066,17.0,,,37.5,0.1,37.5,0.1,,
ualad09:Haringey,E09000014,565.6,4.3,553.0,4.3,536.6,4.6,,,14.43,5.1,14.42,5.0,29.153,7.9,,,37.5,0.1,37.5,0.3,,
ualad09:Islington,E09000019,670.2,5.5,661.8,5.2,661.0,5.1,,,17.75,5.4,17.75,5.4,35.446,8.5,,,37.5,1.0,37.4,1.0,,
ualad09:Kensington and Chelsea,E09000020,823.0,8.4,785.8,9.5,785.3,9.3,,,21.26,9.0,21.26,9.5,45.497,12.0,,,37.5,1.0,37.5,1.0,,
ualad09:Lambeth,E09000022,629.6,3.5,613.3,3.7,600.1,4.0,,,16.34,3.7,16.34,3.9,33.525,6.0,,,37.5,0.2,37.5,0.5,,
ualad09:Lewisham,E09000023,618.7,3.6,604.5,3.5,598.1,3.8,,,16.43,3.5,16.40,3.6,32.493,5.2,,,37.5,0.0,37.5,0.1,,
ualad09:Newham,E09000025,498.3,4.7,491.8,4.9,479.1,4.6,,,12.67,4.1,12.59,4.3,28.261,7.6,,,37.5,1.2,37.5,0.1,3.3,20.0
ualad09:Southwark,E09000028,632.0,4.1,614.2,4.0,603.7,4.0,,,16.55,4.1,16.48,4.2,34.102,6.5,,,37.5,0.1,37.5,0.1,,
ualad09:Tower Hamlets,E09000030,659.8,4.5,654.4,4.4,644.9,4.2,,,17.70,3.9,17.72,3.8,35.004,8.3,,,36.1,1.7,36.0,1.7,,
ualad09:Wandsworth,E09000032,704.2,3.0,695.0,3.0,682.2,3.1,,,18.97,3.6,18.89,3.6,38.298,4.6,,,37.5,0.3,37.5,0.5,,
ualad09:Westminster,E09000033,737.5,7.5,733.1,7.5,724.0,7.4,,,19.19,6.1,19.19,6.1,39.064,12.0,,,37.5,0.6,37.5,0.6,,
ualad09:Barking and Dagenham,E09000002,521.4,5.0,506.1,4.2,500.8,4.0,,,12.87,5.4,12.88,5.2,28.403,7.6,,,37.9,1.7,37.5,0.5,,
ualad09:Barnet,E09000003,611.9,3.9,606.2,4.0,597.2,4.2,,,16.24,4.0,16.25,4.0,32.964,7.2,,,37.5,0.1,37.5,0.1,3.6,20.0
ualad09:Bexley,E09000004,616.0,4.7,578.3,4.8,574.1,4.7,,,15.73,4.5,15.73,4.3,32.930,5.0,,,37.5,0.7,37.4,0.9,,
ualad09:Brent,E09000005,536.8,4.3,524.5,4.4,504.9,4.0,,,13.70,5.0,13.76,5.0,28.026,4.7,,,37.5,1.2,37.5,0.0,,
ualad09:Bromley,E09000006,684.8,3.6,670.9,3.6,658.6,3.3,,,18.05,3.6,17.99,3.4,36.241,6.8,,,37.5,0.3,37.5,0.3,,
ualad09:Croydon,E09000008,569.0,3.5,555.6,3.7,545.5,3.1,,,14.89,3.5,14.88,3.4,31.176,6.1,,,37.5,0.0,37.5,0.1,,
ualad09:Ealing,E09000009,566.4,3.1,544.3,3.5,537.6,3.2,,,14.71,3.4,14.67,3.2,29.747,4.4,,,37.5,0.9,37.5,0.0,,
ualad09:Enfield,E09000010,558.8,4.0,549.4,4.4,528.2,4.3,,,14.33,4.5,14.30,4.7,29.642,5.8,,,37.5,0.2,37.5,0.7,,
ualad09:Greenwich,E09000011,588.2,3.6,574.9,4.2,557.3,3.3,,,15.47,3.4,15.54,3.4,31.469,6.4,,,37.5,0.2,37.5,0.1,,
ualad09:Harrow,E09000015,570.6,4.5,557.4,4.4,545.1,4.7,,,15.13,5.7,15.07,5.5,32.280,6.7,,,37.5,0.0,37.5,0.1,,
ualad09:Havering,E09000016,594.1,4.3,582.4,4.4,560.1,4.4,,,15.33,4.7,15.35,4.6,31.349,5.8,,,37.5,0.8,37.5,0.3,,
ualad09:Hillingdon,E09000017,596.0,4.4,578.1,3.3,555.3,3.8,65.9,20.0,15.35,3.6,15.34,3.1,31.174,5.4,,,37.5,1.1,37.5,0.0,,
ualad09:Hounslow,E09000018,558.6,4.4,541.8,4.6,530.6,4.9,,,14.20,4.9,14.04,5.1,30.037,5.3,,,37.5,1.0,37.5,1.0,,
ualad09:Kingston upon Thames,E09000021,690.2,4.4,682.1,4.3,668.1,4.6,,,18.12,5.1,17.89,5.4,36.414,4.7,,,37.5,0.0,37.5,0.0,,
ualad09:Merton,E09000024,631.2,5.2,614.5,4.9,597.9,5.2,,,16.23,6.0,16.25,6.3,33.149,9.6,,,37.5,0.1,37.5,0.4,,
ualad09:Redbridge,E09000026,602.8,4.2,589.0,4.6,581.5,4.9,,,16.14,4.9,16.07,5.0,32.311,6.4,,,37.5,0.4,37.4,0.9,,
ualad09:Richmond upon Thames,E09000027,747.3,4.3,744.4,4.9,737.7,5.4,,,20.04,5.7,20.01,5.8,38.925,7.0,,,37.5,0.5,37.0,1.0,,
ualad09:Sutton,E09000029,594.6,3.1,583.9,3.1,578.0,3.3,,,16.03,4.3,16.03,4.2,31.005,5.4,,,37.5,0.0,37.5,0.3,3.9,19.0
ualad09:Waltham Forest,E09000031,528.5,4.1,509.6,3.7,503.4,3.7,,,13.66,4.5,13.66,4.5,27.950,12.0,,,37.5,0.6,37.5,0.3,,
ualad09:Bracknell Forest,E06000036,607.7,6.2,600.4,6.3,542.0,6.9,,,16.11,5.9,16.11,6.0,31.436,9.0,,,37.5,0.0,37.5,0.1,,
ualad09:Brighton and Hove,E06000043,523.9,4.3,512.6,4.5,499.1,4.5,,,14.02,5.2,13.87,5.2,28.146,5.6,1.810,20.0,37.5,0.0,37.5,0.1,,
ualad09:Isle of Wight,E06000046,443.4,7.5,434.2,6.5,401.2,5.4,,,11.62,7.0,11.60,7.0,24.044,8.6,,,37.5,0.5,37.5,0.3,,
ualad09:Medway,E06000035,539.3,4.8,499.1,4.0,490.0,4.0,62.2,18.0,13.34,4.9,13.25,4.9,27.884,6.8,,,37.5,1.0,37.5,0.1,4.5,14.0
ualad09:Milton Keynes,E06000042,537.6,4.5,528.9,4.2,521.0,4.3,45.7,19.0,13.87,5.2,13.77,5.1,29.937,6.4,,,37.5,0.0,37.5,0.0,,
ualad09:Portsmouth,E06000044,466.9,4.8,446.4,4.9,437.1,4.5,,,12.21,4.4,12.16,4.5,24.560,6.6,,,37.5,0.6,37.4,0.3,,
ualad09:Reading,E06000038,583.7,4.7,551.1,5.3,543.3,5.9,,,14.90,6.1,14.89,6.2,32.162,8.9,,,37.5,0.0,37.5,0.3,,
ualad09:Slough,E06000039,518.1,4.5,492.9,4.0,479.1,4.1,,,13.16,4.7,13.03,4.8,28.134,8.3,,,39.0,1.6,37.5,1.2,5.2,19.0
ualad09:Southampton,E06000045,474.5,4.4,446.1,4.9,431.2,4.5,,,11.44,4.8,11.46,4.4,24.681,7.8,,,37.8,1.3,37.5,0.0,,
ualad09:West Berkshire,E06000037,574.0,6.8,563.9,5.0,558.9,5.5,,,14.90,5.6,14.71,5.5,32.731,12.0,,,37.5,1.3,37.5,0.0,,
ualad09:Windsor and Maidenhead,E06000040,684.6,8.5,651.7,8.3,651.7,8.1,,,17.48,7.6,17.47,7.6,37.812,6.5,,,37.5,0.0,37.5,0.0,,
ualad09:Wokingham,E06000041,672.7,6.2,668.4,6.1,653.2,6.4,,,17.93,6.3,17.94,6.3,37.035,11.0,,,37.5,0.3,37.4,0.3,,
ualad09:Aylesbury Vale,E07000004,561.0,5.8,544.4,6.0,541.9,6.2,,,14.63,6.2,14.39,6.2,29.037,8.0,,,37.5,0.0,37.5,0.1,,
ualad09:Chiltern,E07000005,660.6,10.0,647.3,9.4,613.3,8.1,,,16.97,9.5,16.97,9.2,,,,,37.5,0.3,37.5,0.3,,
ualad09:South Bucks,E07000006,628.2,8.2,593.8,8.4,572.4,9.2,,,15.44,9.2,15.47,9.5,32.515,8.8,,,37.5,1.7,37.5,1.1,,
ualad09:Wycombe,E07000007,603.1,6.4,591.8,6.2,569.9,6.6,,,15.32,7.5,15.21,7.4,31.119,7.6,,,37.5,1.2,37.5,0.0,,
ualad09:Eastbourne,E07000061,481.9,7.9,462.2,8.3,447.7,7.6,,,12.15,8.6,12.12,8.9,24.010,9.3,,,37.6,1.1,37.5,1.0,,
ualad09:Hastings,E07000062,415.6,6.3,412.5,6.6,402.9,5.6,,,10.93,6.8,10.93,6.8,21.914,6.9,,,37.6,1.4,37.5,0.9,,
ualad09:Lewes,E07000063,540.4,5.6,516.9,5.7,497.5,5.7,,,13.65,6.2,13.65,6.2,28.068,8.1,,,37.5,1.3,37.5,0.8,,
ualad09:Rother,E07000064,453.8,8.8,453.8,9.4,426.0,9.2,,,11.99,12.0,11.99,12.0,25.476,10.0,,,37.5,1.3,37.5,1.3,,
ualad09:Wealden,E07000065,540.1,8.3,494.0,9.2,481.8,9.1,,,12.85,10.0,12.76,11.0,28.271,11.0,,,38.4,1.7,37.5,1.7,,
ualad09:Basingstoke and Deane,E07000084,609.1,4.8,574.7,5.0,560.0,5.4,,,15.16,5.6,15.11,6.0,31.423,8.6,,,37.5,0.0,37.5,0.3,,
ualad09:East Hampshire,E07000085,596.7,6.8,579.4,6.9,571.5,6.5,,,15.42,6.7,15.40,7.0,31.321,7.8,,,37.5,0.3,37.5,0.3,,
ualad09:Eastleigh,E07000086,570.8,5.0,556.9,5.8,536.0,6.2,,,14.38,6.0,14.32,6.5,29.155,8.0,,,37.5,1.6,37.5,0.3,,
ualad09:Fareham,E07000087,559.9,5.0,536.7,5.6,531.6,5.2,,,14.50,5.2,14.37,5.5,27.941,6.1,,,37.5,0.3,37.4,0.3,,
ualad09:Gosport,E07000088,512.8,8.5,495.5,8.0,456.8,8.3,,,12.90,8.5,12.74,8.4,25.727,9.6,,,37.5,1.8,37.5,0.3,,
ualad09:Hart,E07000089,668.1,8.5,654.8,7.6,637.5,6.8,,,17.13,9.1,17.13,8.6,34.290,9.3,,,37.5,0.8,37.5,0.9,,
ualad09:Havant,E07000090,499.7,6.9,492.7,6.5,459.5,5.8,,,12.98,6.3,12.98,6.4,28.265,14.0,,,37.5,1.4,37.5,0.3,,
ualad09:New Forest,E07000091,543.1,5.8,508.1,5.9,490.0,5.6,,,13.27,6.3,13.04,6.3,28.839,7.9,,,37.5,1.6,37.5,0.1,,
ualad09:Rushmoor,E07000092,534.5,5.6,521.1,6.0,503.2,6.4,,,13.66,5.9,13.66,6.6,28.260,7.1,,,37.5,1.1,37.5,0.4,,
ualad09:Test Valley,E07000093,518.4,4.5,505.4,4.9,502.9,5.0,,,13.56,4.9,13.27,5.0,28.832,7.1,,,37.5,1.1,37.5,0.3,,
ualad09:Winchester,E07000094,615.2,7.9,591.2,8.6,582.0,9.0,,,16.45,7.5,16.45,7.5,34.757,7.4,,,37.5,0.3,37.4,0.3,,
ualad09:Ashford,E07000105,512.5,4.7,489.4,6.7,476.8,6.8,,,12.97,7.0,12.86,7.2,26.553,8.6,,,37.9,1.1,37.5,1.0,,
ualad09:Canterbury,E07000106,577.5,7.4,555.1,8.5,540.2,9.2,,,14.38,9.6,14.38,9.5,30.055,7.9,,,37.5,0.3,37.3,0.3,,
ualad09:Dartford,E07000107,537.8,6.2,510.4,6.7,498.8,6.0,71.8,19.0,13.90,6.6,13.77,6.8,29.689,11.0,,,37.5,1.1,37.5,0.3,4.7,19.0
ualad09:Dover,E07000108,501.8,9.0,488.3,7.3,479.6,6.7,,,12.98,7.4,13.04,7.0,27.286,8.3,,,37.5,1.9,37.2,0.4,,
ualad09:Gravesham,E07000109,525.8,7.1,503.3,5.7,482.9,5.3,,,12.73,6.7,12.71,7.7,29.033,11.0,,,39.0,1.6,37.5,1.7,,
ualad09:Maidstone,E07000110,500.9,5.4,480.6,5.6,457.4,4.4,,,12.74,5.4,12.68,5.5,26.735,9.8,,,37.5,1.1,37.5,0.3,,
ualad09:Sevenoaks,E07000111,597.7,9.1,589.4,8.4,574.9,8.3,,,16.16,6.5,16.16,6.6,30.212,10.0,,,37.5,1.3,37.5,0.4,,
ualad09:Shepway,E07000112,500.5,9.3,464.2,8.4,456.2,8.4,,,12.19,9.6,12.22,9.6,27.576,11.0,,,37.7,1.8,37.5,1.4,,
ualad09:Swale,E07000113,538.7,7.2,503.1,6.5,485.1,6.9,,,13.27,6.2,13.05,6.2,27.665,12.0,,,38.0,1.7,37.5,1.6,,
ualad09:Thanet,E07000114,445.8,7.9,441.7,7.8,437.1,7.0,,,10.69,7.4,10.89,7.8,24.000,8.5,,,37.5,1.4,37.5,0.3,,
ualad09:Tonbridge and Malling,E07000115,600.0,4.9,579.5,5.5,565.4,5.3,,,15.50,4.9,15.59,5.4,30.707,8.9,,,37.5,0.3,37.3,0.3,,
ualad09:Tunbridge Wells,E07000116,645.0,8.3,615.1,9.4,609.8,9.0,,,16.77,10.0,16.77,9.5,34.435,12.0,,,37.5,1.2,37.5,1.2,,
ualad09:Cherwell,E07000177,518.1,5.6,501.4,5.2,477.4,6.0,,,12.91,5.4,12.87,5.4,27.186,15.0,,,38.8,1.6,37.5,1.0,,
ualad09:Oxford,E07000178,533.1,4.2,524.1,4.2,508.8,4.4,,,13.91,5.0,13.90,5.0,27.437,6.3,,,37.4,0.1,37.4,0.1,,
ualad09:South Oxfordshire,E07000179,599.2,8.3,594.5,8.9,573.3,8.4,,,15.70,8.7,15.70,8.4,31.700,11.0,,,37.5,0.5,37.5,0.6,,
ualad09:Vale of White Horse,E07000180,593.5,5.4,582.1,4.9,576.0,5.2,,,15.83,5.9,15.59,6.4,31.598,6.1,,,37.5,1.3,37.5,0.1,,
ualad09:West Oxfordshire,E07000181,560.3,6.5,536.0,5.6,528.8,5.3,,,14.41,6.0,14.30,5.9,29.491,8.2,,,37.5,1.1,37.5,0.8,,
ualad09:Elmbridge,E07000207,694.7,8.9,679.6,8.1,675.1,8.2,,,17.97,8.1,17.88,8.0,37.632,12.0,,,37.5,0.3,37.4,0.4,,
ualad09:Epsom and Ewell,E07000208,668.3,7.2,661.3,7.5,652.1,7.3,,,17.47,6.9,17.47,7.0,34.849,9.5,,,37.5,1.1,37.5,0.5,,
ualad09:Guildford,E07000209,639.6,7.8,625.9,7.4,613.3,7.7,,,17.26,7.2,17.20,7.2,34.568,7.7,,,37.5,0.1,37.5,0.1,,
ualad09:Mole Valley,E07000210,636.3,11.0,632.9,10.0,594.6,9.7,,,16.98,9.5,16.98,9.4,33.468,13.0,,,37.5,1.3,37.4,0.9,,
ualad09:Reigate and Banstead,E07000211,688.7,5.8,658.7,6.3,644.2,6.7,,,17.65,6.6,17.74,6.5,36.460,10.0,,,37.5,0.2,37.5,0.6,,
ualad09:Runnymede,E07000212,614.6,7.1,589.7,7.9,571.2,7.8,,,15.49,7.6,15.34,7.7,33.120,7.4,,,37.5,0.1,37.5,0.3,,
ualad09:Spelthorne,E07000213,646.4,6.5,609.4,6.6,595.4,6.8,,,16.17,6.9,16.03,6.8,34.341,8.8,,,37.5,0.4,37.5,0.1,,
ualad09:Surrey Heath,E07000214,663.7,5.9,647.4,6.6,638.4,7.7,,,17.58,5.8,17.51,5.7,36.188,6.2,,,37.5,1.1,37.5,0.1,,
ualad09:Tandridge,E07000215,618.7,6.5,612.6,6.9,599.7,7.7,,,16.19,9.2,16.25,9.0,31.553,9.2,,,37.0,2.0,37.0,1.7,,
ualad09:Waverley,E07000216,649.2,7.3,625.9,7.5,597.8,8.0,,,16.46,7.7,16.46,7.8,34.404,9.7,,,37.9,1.6,37.5,1.6,,
ualad09:Woking,E07000217,620.5,8.6,596.7,8.1,589.1,8.1,,,16.31,7.9,15.95,8.0,31.524,10.0,,,37.5,1.6,37.5,0.1,,
ualad09:Adur,E07000223,419.3,8.2,411.3,8.8,406.3,8.0,,,10.94,8.6,10.83,8.8,22.633,11.0,,,37.5,0.4,37.4,0.4,,
ualad09:Arun,E07000224,475.1,7.4,457.2,7.6,448.9,7.2,,,11.90,6.9,11.79,7.1,24.951,8.2,,,38.8,1.6,37.5,1.0,,
ualad09:Chichester,E07000225,526.6,8.5,520.5,6.8,498.3,8.1,,,13.44,9.1,13.44,8.6,26.341,13.0,,,37.5,1.2,37.5,1.1,,
ualad09:Crawley,E07000226,504.5,5.6,488.7,5.6,478.4,6.2,,,12.76,6.3,12.79,5.8,27.221,11.0,,,37.7,1.6,37.5,1.5,,
ualad09:Horsham,E07000227,611.8,8.1,584.5,8.9,583.7,8.8,,,15.47,9.3,15.47,9.0,32.174,9.3,,,37.5,,37.5,0.1,,
ualad09:Mid Sussex,E07000228,588.2,6.9,574.9,6.0,562.6,6.0,,,15.08,6.7,15.08,7.0,29.889,13.0,,,37.5,0.2,37.4,0.3,,
ualad09:Worthing,E07000229,483.0,7.9,482.5,6.3,463.2,6.4,,,12.76,6.4,12.76,6.1,26.610,11.0,,,37.5,0.6,37.5,0.3,,
ualad09:Bath and North East Somerset,E06000022,542.5,5.5,523.8,5.1,517.9,5.8,,,14.05,5.9,13.90,5.8,29.302,7.0,,,37.5,0.3,37.5,0.3,,
ualad09:Bournemouth,E06000028,482.3,4.9,467.0,3.5,458.0,3.9,,,12.57,5.2,12.37,4.9,26.858,7.5,,,37.5,1.0,37.5,0.2,4.2,19.0
ualad09:Bristol. City of,E06000023,494.2,2.7,479.1,2.7,470.0,2.7,58.8,19.0,12.77,2.8,12.72,2.8,25.910,4.8,1.279,15.0,37.5,0.0,37.5,0.3,3.4,18.0
ualad09:Cornwall,E06000052,422.8,2.8,417.0,2.9,403.5,2.8,36.5,20.0,10.76,3.1,10.66,3.2,22.234,3.4,,,37.5,1.0,37.5,0.3,3.0,20.0
ualad09:Isles of Scilly,E06000053,,,,,,,,,,,,,,,,,,,,,,
ualad09:North Somerset,E06000024,545.7,5.1,536.5,5.4,522.8,5.1,,,14.34,5.2,14.02,5.4,29.746,6.1,1.584,20.0,37.5,1.0,37.5,0.3,,
ualad09:Plymouth,E06000026,454.7,3.1,440.7,3.3,423.9,3.4,,,11.44,4.0,11.42,3.8,24.129,5.4,,,37.5,1.0,37.5,0.3,,
ualad09:Poole,E06000029,497.9,5.9,464.8,5.4,457.5,5.1,,,12.22,5.7,11.91,5.7,27.567,7.5,,,37.5,1.0,37.5,0.1,,
ualad09:South Gloucestershire,E06000025,513.3,3.7,490.7,3.0,482.5,3.2,,,13.19,3.7,13.09,3.5,27.344,4.8,,,37.5,0.1,37.4,0.3,,
ualad09:Swindon,E06000030,503.4,2.9,492.2,3.1,476.2,3.8,,,13.16,3.2,13.10,2.9,26.628,4.2,,,37.5,0.3,37.4,0.3,4.0,17.0
ualad09:Torbay,E06000027,424.8,5.2,420.5,5.9,411.8,5.9,,,11.24,5.8,10.92,6.0,21.923,7.2,,,37.5,1.5,37.5,0.3,,
ualad09:Wiltshire,E06000054,503.6,4.1,482.7,3.7,474.3,3.7,53.6,16.0,12.76,3.6,12.67,3.7,26.000,4.6,,,37.5,0.0,37.5,0.1,,
ualad09:East Devon,E07000040,468.2,7.3,453.0,6.9,437.2,6.8,,,11.55,6.9,11.43,6.8,25.132,7.4,,,38.0,1.6,37.5,1.1,,
ualad09:Exeter,E07000041,453.4,6.2,434.0,6.7,422.4,7.1,,,11.52,5.7,11.46,4.8,23.714,7.6,,,37.6,1.5,37.5,1.0,,
ualad09:Mid Devon,E07000042,439.1,6.3,412.0,7.1,401.1,7.5,,,10.60,7.9,10.60,8.0,23.609,10.0,,,39.6,1.6,38.1,2.0,,
ualad09:North Devon,E07000043,408.0,8.0,393.9,8.8,371.1,7.8,,,10.19,7.6,10.18,7.6,21.019,8.8,,,38.2,1.4,37.5,1.3,,
ualad09:South Hams,E07000044,492.0,5.2,485.3,5.3,472.0,5.1,,,12.51,5.2,12.51,5.1,24.622,7.1,,,39.0,2.0,37.8,2.0,,
ualad09:Teignbridge,E07000045,465.0,7.8,449.5,6.5,440.7,6.7,,,11.25,7.5,11.16,7.3,24.028,7.1,,,39.0,1.6,37.5,1.0,,
ualad09:Torridge,E07000046,394.5,8.8,381.9,6.7,381.9,6.4,,,9.73,7.5,9.52,7.6,21.940,10.0,,,38.0,1.7,37.5,1.4,,
ualad09:West Devon,E07000047,478.1,14.0,468.5,13.0,449.5,13.0,,,11.21,13.0,11.22,13.0,26.068,11.0,,,39.0,1.7,37.5,1.7,,
ualad09:Christchurch,E07000048,480.2,12.0,471.5,12.0,471.5,12.0,,,12.09,13.0,12.02,13.0,26.275,14.0,,,37.5,1.9,37.0,1.3,,
ualad09:East Dorset,E07000049,574.9,8.5,520.7,8.0,500.3,7.9,,,14.35,7.8,14.23,8.5,28.481,14.0,,,37.5,1.0,37.5,0.3,,
ualad09:North Dorset,E07000050,425.4,9.8,411.0,10.0,396.8,11.0,,,10.66,10.0,10.79,9.7,23.022,11.0,,,37.5,1.6,37.5,1.2,,
ualad09:Purbeck,E07000051,441.7,10.0,415.6,8.5,409.1,8.4,,,11.56,9.5,11.56,7.5,22.895,17.0,,,38.0,2.1,37.5,1.4,,
